Country,RGI_ID,GLIMS_ID,Glacier_Name,Number of dated surges,CENLAT,CENLON,AREA,ZMIN,ZMAX,ZMED,SLOPE,ASPECT,LMAX
Alaska,RGI50-01.17614,G219155E61116N,Tittmann,0,61.116,-140.845,925.341,631,5221,2583,20,259,73765
Alaska,RGI50-01.17614,G219155E61116N,Yukon,1,61.116,-140.845,925.341,631,5221,2583,20,259,73765
Alaska,RGI50-01.17618,G218263E61598N,Russell east trib,0,61.59791565,-141.7371674,5.201,1564,3116,2249,24,298,5284
Alaska,RGI50-01.17619,G218368E61627N,Mount Sulzer North,2,61.62720108,-141.6315002,24.438,1364,3296,2270,24,314,12041
Alaska,RGI50-01.17619,G218368E61627N,Mount Sulzer South,1,61.62720108,-141.6315002,24.438,1364,3296,2270,24,314,12041
Alaska,RGI50-01.17619,G218368E61627N,Russell East 2 trib,1,61.62720108,-141.6315002,24.438,1364,3296,2270,24,314,12041
Alaska,RGI50-01.17621,G218802E61546N,G141203W61526N,0,61.546,-141.198,7.058,1596,3619,2123,24,350,7633
Canada,RGI50-01.17623,G219444E61415N,Count North  4*9CBF11,0,61.415,-140.556,4.42,1840,3134,2388,26,33,3994
Alaska,RGI50-01.17852,G209894E59736N,Unnamed PA1969 143,0,59.736,-150.106,14.597,55,1600,608,18,42,7008
Alaska,RGI50-01.18837,G207248E60615N,Unnamed PA1969 96,0,60.615,-152.752,1.669,956,1622,1309,18,206,2191
Svalbard,RGI50-01.19042,G219153E61116N,Brikkerne Gletscher,1,,,,,,,,,
Alaska,RGI50-01.19047,G218310E61589N,Moraine Creek,2,61.66601000,-141.82742000,,,,,,,
Alaska,RGI50-01.19165,G207175E61065N,Shamrock Western branch,0,61.065,-152.825,125.008,350,2404,1728,12,341,25037
Alaska,RGI50-01.19363,G206859E60934N,Unnamed PA1969 147,0,60.93422699,-153.1414185,43.015,570,2161,1468,17,331,11522
Alaska,RGI50-01.19456,G207395E60791N,Unnamed PA1969 99,0,60.791,-152.605,6.421,103,1645,1152,21,27,6381
Alaska,RGI50-01.19460,G207128E60935N,Unnamed PA1969 98,0,60.935,-152.872,158.24,166,2301,1558,13,138,29384
Alaska,RGI50-01.19479,G207231E60749N,Unnamed PA1969 97,0,60.749,-152.769,4.602,345,1954,1534,20,302,5651
Alaska,RGI50-01.19515,G206525E60781N,Unnamed PA1969 101,0,60.781,-153.475,31.701,491,2162,1287,16,247,16388
Alaska,RGI50-01.19564,G207188E60613N,Unnamed PA1969 95,0,60.613,-152.812,10.627,581,1779,1439,13,225,7874
Alaska,RGI50-01.19596,G207209E60523N,Unnamed PA1969 94,0,60.523,-152.791,1.762,752,1599,1189,21,343,2343
Alaska,RGI50-01.19612,G207331E60495N,Unnamed PA1969 93,0,60.495,-152.669,5.847,434,3044,1282,16,95,8489
Alaska,RGI50-01.19617,G207217E60468N,Unnamed PA1969 92,0,60.468,-152.783,5.482,601,3076,1800,24,221,7003
Alaska,RGI50-01.19621,G206685E60441N,Unnamed PA1969 146,0,60.441,-153.315,1.695,960,1622,1268,18,318,2116
Alaska,RGI50-01.19627,G206746E60420N,Unnamed PA1969 90,0,60.42,-153.254,7.583,736,1660,1227,14,124,5606
Alaska,RGI50-01.19637,G206703E60395N,Unnamed PA1969 91,0,60.395,-153.297,11.602,696,1776,1371,13,216,6807
Alaska,RGI50-01.19682,G206516E60211N,Unnamed PA1969 89,0,60.21072769,-153.4837494,71.049,174,1795,1182,15,352,16114
Alaska,RGI50-01.19725,G206897E60124N,Tuxedni Iliamna,3,60.124,-153.103,92.965,33,2976,824,13,346,26590
Alaska,RGI50-01.19725,G206897E60124N,Tuxedni Iliamna East trib,0,60.124,-153.103,92.965,33,2976,824,13,346,26590
Alaska,RGI50-01.19757,G206992E60057N,Lateral,1,60.057,-153.008,25.189,110,2882,1090,16,71,13950
Alaska,RGI50-01.19788,G206841E60036N,Unnamed PA1969 88,0,60.036,-153.159,12.707,358,3008,1420,20,257,8861
Alaska,RGI50-01.19801,G206810E60853N,FK Tlibakita R Northern branch ,0,60.853,-153.19,104.778,367,2378,1353,16,94,25434
Alaska,RGI50-01.19815,G207502E60976N,Unnamed PA1969 100,0,60.976,-152.498,6.632,641,1592,1206,16,40,4455
Alaska,RGI50-01.20186,G205623E58489N,Hook East ,0,58.489,-154.377,14.558,293,1980,894,13,349,8392
Alaska,RGI50-01.20188,G205464E58394N,Serpent 1,1,58.394,-154.536,40.401,291,2286,1101,12,289,14456
Alaska,RGI50-01.20189,G205342E58358N,Serpent 2,0,58.35782623,-154.6575623,27.173,494,2089,1064,15,344,9040
Alaska,RGI50-01.20189,G205342E58358N,Serpent 3,1,58.35782623,-154.6575623,27.173,494,2089,1064,15,344,9040
Alaska,RGI50-01.20280,G205545E58462N,Hook,1,58.462,-154.455,51.19,245,2289,1097,14,336,13171
Alaska,RGI50-01.20280,G205545E58462N,Hook West,1,58.462,-154.455,51.19,245,2289,1097,14,336,13171
Alaska,RGI50-01.20321,G206384E58860N,Little Douglas,1,58.86,-153.616,26.848,163,2115,972,13,308,10496
Alaska,RGI50-01.20336,G206310E58832N,Douglas,1,58.832,-153.69,38.775,124,1889,865,10,327,13666
Alaska,RGI50-01.20488,G224157E58781N,Adams,0,58.78117371,-135.8429871,4.56,445,1463,693,14,12,4352
Alaska,RGI50-01.20515,G223254E58983N,Romer RenduF,2,58.983,-136.746,2.817,255,1502,979,23,46,3742
Alaska,RGI50-01.20554,G222988E58856N,Kashoto,0,58.856,-137.012,4.039,24,1445,1165,20,308,4281
Alaska,RGI50-01.20686,G224163E59073N,Casement trib,0,59.073,-135.837,156.836,176,2231,1191,11,211,26915
Canada,RGI50-01.20704,G223353E59521N,Rainy Hollow,1,59.521,-136.647,11.774,918,2218,1459,15,13,6729
Alaska,RGI50-01.20705,G222882E58911N,Toyatte,5,58.911,-137.118,5.04,209,1873,1183,22,105,5227
Canada,RGI50-01.20716,G223198E59489N,Elephant,0,59.48878479,-136.8024902,24.843,933,2531,1847,11,330,13662
Alaska,RGI50-01.20725,G222820E58870N,Tyeen,0,58.87,-137.18,5.109,690,1873,1258,22,58,5163
Alaska,RGI50-01.20725,G222820E58870N,Tyeen Southwest,4,58.87,-137.18,5.109,690,1873,1258,22,58,5163
Alaska,RGI50-01.20726,G222859E58896N,Tyeen Northeast,3,58.896,-137.141,2.682,1143,1786,1425,20,153,2557
Alaska,RGI50-01.20734,G222806E58769N,John Hopkins 1st North,1,58.769,-137.194,229.638,0,3861,1467,21,14,26389
Alaska,RGI50-01.20734,G222806E58769N,Johns Hopkins,0,58.769,-137.194,229.638,0,3861,1467,21,14,26389
Canada,RGI50-01.20751,G222106E59389N,Netland 4*8ABQ20,0,59.389,-137.894,31.139,100,2149,1091,17,337,14666
Canada,RGI50-01.20761,G222777E59386N,Towagh,0,59.386,-137.223,27.437,838,2690,1721,15,316,13020
Canada,RGI50-01.20761,G222777E59386N,Towagh 1st South ,1,59.386,-137.223,27.437,838,2690,1721,15,316,13020
Alaska,RGI50-01.20791,G222808E58557N,La Perouse,4,58.557,-137.192,120.353,0,3879,1941,13,209,27216
Alaska,RGI50-01.20792,G222888E58507N,Finger,0,58.507,-137.112,36.268,30,2596,1397,16,191,14633
Canada,RGI50-01.20795,G222917E59367N,Tsiatka,1,59.367,-137.083,26.281,730,2615,1547,13,38,13733
Alaska,RGI50-01.20801,G223104E59060N,Shrimp,0,59.06,-136.896,4.762,527,1812,1310,15,163,6200
Alaska,RGI50-01.20805,G223231E59028N,RenduB,1,59.028,-136.769,0.902,311,1511,794,26,15,2119
Alaska,RGI50-01.20808,G223261E59066N,RenduA,3,59.066,-136.739,2.081,540,1348,991,17,144,3038
Alaska,RGI50-01.20808,G223261E59066N,Unnamed hanging glacier east of Rendu,1,59.066,-136.739,2.081,540,1348,991,17,144,3038
Alaska,RGI50-01.20813,G222977E59133N,Three T,1,59.133,-137.023,0.718,1151,1718,1473,18,208,1834
Canada,RGI50-01.20814,G222842E59239N,Lahkit,3,59.239,-137.158,3.728,884,2043,1573,21,212,3796
Canada,RGI50-01.20815,G222897E59225N,Sinnamokst Sinnamoxt,1,59.225,-137.103,3.866,1275,2050,1734,16,156,3127
Alaska,RGI50-01.20830,G222960E58793N,Gilman,0,58.79318619,-137.039917,22.791,0,2264,1282,22,313,12999
Alaska,RGI50-01.20841,G223525E59221N,Miur,1,59.221,-136.475,80.284,85,2027,1267,11,135,25654
Alaska,RGI50-01.20857,G224453E58961N,Unnamed PA1969 131,0,58.961,-135.547,6.373,305,1654,927,16,51,6709
Alaska,RGI50-01.20880,G224244E59180N,Garrison,1,59.17967224,-135.7557678,30.483,254,1944,1221,18,10,12208
Alaska,RGI50-01.20891,G222564E58934N,Margerie (4th South),1,58.93359375,-137.4356079,158.238,0,4163,1640,19,33,34231
Alaska,RGI50-01.20926,G222981E58834N,Hoonah,3,58.834,-137.019,9.518,115,1925,1327,16,286,7268
Canada,RGI50-01.20931,G222210E59373N,4*8ABQ9,0,59.373,-137.79,8.309,190,2087,1453,22,358,7700
Canada,RGI50-01.20933,G222255E59362N,4*8ABQ1,0,59.362,-137.745,6.858,485,2097,1544,25,4,5485
Canada,RGI50-01.20947,G222444E59280N,CA2N003CH075,0,59.28,-137.556,13.255,349,2333,1749,19,347,9671
Canada,RGI50-01.20947,G222444E59280N,Staircase CA2N003CH074,0,59.28,-137.556,13.255,349,2333,1749,19,347,9671
Canada,RGI50-01.20954,G222855E59427N,Tonahnous Tamahnous,0,59.427,-137.145,16.765,1146,2551,1654,13,348,8272
Canada,RGI50-01.20959,G222953E59224N,Stotekin,3,59.224,-137.047,15.096,920,2140,1599,14,188,7541
Canada,RGI50-01.20980,G222897E59291N,Tikke,2,59.29144669,-137.1029968,64.523,821,2211,1674,9,284,19382
Canada,RGI50-01.20980,G222897E59291N,Tikke 1st North ,0,59.29144669,-137.1029968,64.523,821,2211,1674,9,284,19382
Canada,RGI50-01.20980,G222897E59291N,Tikke 2nd North ,0,59.29144669,-137.1029968,64.523,821,2211,1674,9,284,19382
Canada,RGI50-01.20981,G222721E59333N,Basement,1,59.33335877,-137.2790375,17.901,1171,2225,1627,11,237,9192
Canada,RGI50-01.20981,G222721E59333N,Little Basement,0,59.33335877,-137.2790375,17.901,1171,2225,1627,11,237,9192
Canada,RGI50-01.20982,G222791E59273N,Ikt,1,59.273,-137.209,4.175,1261,2145,1713,18,273,4123
Alaska,RGI50-01.20998,G222886E58933N,Topeka,1,58.933,-137.114,7.064,222,1947,1157,23,73,6738
Canada,RGI50-01.21006,G222784E59257N,Moxt Mokst,2,59.257,-137.216,1.235,1239,1822,1454,17,206,1838
Canada,RGI50-01.21007,G222816E59248N,Kloon,2,59.248,-137.184,4.54,913,2047,1528,18,192,4457
Alaska,RGI50-01.21008,G222682E59041N,CA2N002FA012,0,59.041,-137.318,176.435,0,3759,1534,18,52,34816
Alaska,RGI50-01.21008,G222682E59041N,Eliza (First nothern tributary of Ferris Glacier),2,59.041,-137.318,176.435,0,3759,1534,18,52,34816
Alaska,RGI50-01.21008,G222682E59041N,Ferris,6,59.041,-137.318,176.435,0,3759,1534,18,52,34816
Alaska,RGI50-01.21008,G222682E59041N,Ferris 1st South ,1,59.041,-137.318,176.435,0,3759,1534,18,52,34816
Canada,RGI50-01.21008,G222682E59041N,Little Eliza,1,59.041,-137.318,176.435,0,3759,1534,18,52,34816
Canada,RGI50-01.21009,G222867E59231N,Kwinnum,2,59.23083496,-137.1334229,2.965,652,2005,1447,18,233,5162
Canada,RGI50-01.21011,G222486E59176N,Grand Pacific,5,59.176,-137.514,247.306,203,3760,1591,12,24,59713
Alaska,RGI50-01.21013,G223127E59094N,Rendu,4,59.094,-136.873,65.309,3,2485,1118,14,102,23366
Alaska,RGI50-01.21014,G223255E59174N,Carroll,3,59.174,-136.745,457.535,10,2147,1116,8,120,49594
Canada,RGI50-01.21016,G223370E59500N,Jarvis,1,59.49980927,-136.630249,54.523,316,2344,1411,15,46,18455
Alaska,RGI50-01.21016,G223370E59500N,Jarvis 1st South ,1,59.49980927,-136.630249,54.523,316,2344,1411,15,46,18455
Alaska,RGI50-01.21016,G223370E59500N,Jarvis South trib 1,0,59.49980927,-136.630249,54.523,316,2344,1411,15,46,18455
Alaska,RGI50-01.21016,G223370E59500N,Jarvis South trib 2,0,59.49980927,-136.630249,54.523,316,2344,1411,15,46,18455
Canada,RGI50-01.21017,G223304E59461N,4*8ACF87,0,59.461,-136.696,28.196,958,2495,1658,13,335,15449
Canada,RGI50-01.21017,G223304E59461N,Michael 4*8ACF80,1,59.461,-136.696,28.196,958,2495,1658,13,335,15449
Alaska,RGI50-01.21080,G223240E59005N,Romer,1,59.005,-136.76,3.33,85,1797,1210,25,23,4057
Alaska,RGI50-01.21185,G223222E59083N,RenduC,1,59.083,-136.778,2.145,605,1426,1071,20,177,2502
Canada,RGI50-01.21372,G223005E59172N,Kwaist,1,59.172,-136.995,41.056,572,2055,1383,13,251,12007
Canada,RGI50-01.21372,G223005E59172N,Tenas Tika,1,59.172,-136.995,41.056,572,2055,1383,13,251,12007
Canada,RGI50-01.21372,G223005E59172N,Tenas Tikke,2,59.172,-136.995,41.056,572,2055,1383,13,251,12007
Canada,RGI50-01.21459,G222805E59408N,Towagh 1st North ,1,59.408,-137.195,3.489,1408,2187,1828,14,263,3996
Alaska,RGI50-01.21687,G208278E62791N,Yentna,2,62.791,-151.722,211.148,263,3393,1510,14,178,43921
Alaska,RGI50-01.21736,G209815E63280N,West Fork Chultina,1,63.27957535,-150.1850281,33.052,928,2512,1517,15,36,15492
Alaska,RGI50-01.21736,G209815E63280N,West Fork Trib 1,0,63.27957535,-150.1850281,33.052,928,2512,1517,15,36,15492
Alaska,RGI50-01.21736,G209815E63280N,West fork trib 2,1,63.27957535,-150.1850281,33.052,928,2512,1517,15,36,15492
Alaska,RGI50-01.21751,G209955E63367N,Toklat East,1,63.367,-150.045,3.297,1333,2462,1661,18,350,4212
Alaska,RGI50-01.21758,G209912E63174N,Little Ohio,0,63.174,-150.088,8.284,1067,2245,1559,15,85,7235
Alaska,RGI50-01.21761,G209944E63203N,Ohio Unnamed PA1969 106,0,63.203,-150.056,17.191,829,2428,1439,15,63,13253
Alaska,RGI50-01.21763,G209960E63225N,Unnamed PA1969 107,0,63.225,-150.04,2.903000272,1258,2022,1619,17,72,4017
Alaska,RGI50-01.21812,G208572E62742N,Lacuna B,1,62.742,-151.428,1.029,1215,1894,1585,21,343,1906
Alaska,RGI50-01.22169,G209587E63351N,Brooks,1,63.35068512,-150.4131165,331.578,795,6165,2167,18,7,62117
Alaska,RGI50-01.22169,G209587E63351N,Muldrow,2,63.35068512,-150.4131165,331.578,795,6165,2167,18,7,62117
Alaska,RGI50-01.22169,G209587E63351N,Traleika,3,63.35068512,-150.4131165,331.578,795,6165,2167,18,7,62117
Alaska,RGI50-01.22171,G210026E62964N,Eldridge 1st North ,0,62.96403122,-149.9736633,406.128,337,3700,1527,15,83,52351
Alaska,RGI50-01.22171,G210026E62964N,Eldridge 2nd North ,0,62.96402608,-149.973658,406.1279801,337,3700,1527,15,83,52351
Alaska,RGI50-01.22178,G209321E62912N,Ruth,1,62.912,-150.679,335.936,192,4820,1609,13,151,63970
Alaska,RGI50-01.22186,G209136E62825N,Tokositna Tokochitna,3,62.82540512,-150.8641663,204.342,261,4334,1475,16,117,44019
Alaska,RGI50-01.22196,G208930E63138N,Peters,2,63.138,-151.07,95.868,900,5911,2450,24,349,30804
Alaska,RGI50-01.22196,G208930E63138N,Peters 1st North ,1,63.138,-151.07,95.868,900,5911,2450,24,349,30804
Alaska,RGI50-01.22197,G208796E63164N,Peters Dome,1,63.164,-151.204,6.526,1340,3167,1805,19,328,6559
Alaska,RGI50-01.22202,G208662E63049N,Straightaway,2,63.04940796,-151.3380737,44.292,973,3799,1980,17,315,24190
Alaska,RGI50-01.22204,G208578E63048N,Foraker,0,63.04759979,-151.4216309,57.79,956,5206,2123,23,336,23850
Alaska,RGI50-01.22208,G208405E62985N,Herron,1,62.985,-151.595,57.362,911,4515,1796,19,337,21597
Alaska,RGI50-01.22215,G208066E62847N,Chedotlothna,0,62.847,-151.934,76.242,843,3321,1585,15,344,26798
Alaska,RGI50-01.22215,G208066E62847N,Cheldotlothna CHEDOTLOTHNA,0,62.847,-151.934,76.242,843,3321,1585,15,344,26798
Alaska,RGI50-01.22222,G209879E63369N,Toklat,0,63.369,-150.121,9.496,1238,2644,1675,19,356,7749
Canada,RGI50-01.22522,G222972E59330N,Peshak,1,59.33,-137.028,25.635,702,2509,1571,14,22,13282
Canada,RGI50-01.22529,G222628E59318N,Pentice Icecaps SE,2,59.318,-137.372,1.124,1369,1724,1579,14,215,1367
Canada,RGI50-01.22531,G222444E59280N,St Clare 5,0,61.70000000,-140.16666667,,,,,,,
Canada,RGI50-01.22557,G219944E61391N,4*9CAT26,0,61.391,-140.056,0.151,2293,2561,2409,25,244,462
Canada,RGI50-01.22561,G219665E61212N,Backe Jackal 4*9CAS92,1,61.212,-140.335,3.175,2113,2950,2521,20,36,3013
Canada,RGI50-01.22563,G220163E61264N,Congruent G 4*9CAS5,0,61.264,-139.837,1.022,2136,2987,2565,31,274,1300
Alaska,RGI50-01.22638,G218890E60997N,Yukon A,0,60.997,-141.11,0.653,1994,2656,2257,34,11,1855
Alaska,RGI50-01.22699,G220833E59999N,Variegated,6,59.999,-139.167,36.264,126,2550,1379,16,230,19093
Alaska,RGI50-01.22763,G217416E61989N,Chisana 1st west ,0,61.989,-142.584,35.677,1400,3024,2285,16,39,14773
Alaska,RGI50-01.22763,G217416E61989N,Unnamed PA1969 110,0,61.989,-142.584,35.677,1400,3024,2285,16,39,14773
Alaska,RGI50-01.22776,G209874E59787N,Unnamed PA1969 144,0,59.787,-150.126,6.867,0,1798,1473,19,82,5326
Canada,RGI50-01.22792,G219413E61394N,4*9CBF26,0,61.394,-140.587,2.139,2053,3059,2403,27,251,2413
Alaska,RGI50-01.22922,G208867E63179N,Slippery Creek,2,63.179,-151.133,1.396,1469,2645,1860,27,348,2527
Alaska,RGI50-01.23136,G208564E62720N,Lacuna A,1,62.72,-151.436,3.937,1293,1875,1552,11,284,3563
Alaska,RGI50-01.23153,G211004E60336N,Unnamed PA1969 141,0,60.336,-148.996,2.026,714,1269,1011,15,287,2388
Alaska,RGI50-01.23453,G222834E58881N,Tyeen Northwest,2,58.881,-137.166,0.773,1045,1887,1460,27,90,1544
Alaska,RGI50-01.23597,G212739E61620N,Unnamed PA1969 137,0,61.62,-147.2610115,5.327000452,1476,2690,1846,16,348,4687
Alaska,RGI50-01.23635,G212673E61210N,Columbia First Branch,0,61.20982361,-147.3270874,129.755,0,2822,800,16,142,21041
Alaska,RGI50-01.23638,G215257E63216N,Chistochina South,0,63.21559143,-144.7426453,13.962,1142,2664,1575,13,217,10956
Alaska,RGI50-01.23642,G218272E60103N,Unnamed BE2012 B,0,60.103,-141.728,178.632,6,2044,1236,12,53,24939
Alaska,RGI50-01.23649,G219116E60102N,Agassiz,1,60.102,-140.884,832.278,24,5462,531,10,205,75575
Alaska,RGI50-01.23649,G219116E60102N,Unnamed PA1969 133,0,60.102,-140.884,832.278,24,5462,531,10,205,75575
Alaska,RGI50-01.23653,G219820E59978N,Hayden,0,59.97845459,-140.1802063,445.331,7,4174,422,13,170,49488
Alaska,RGI50-01.23653,G219820E59978N,Marvine Tributary of Malaspina,3,59.97845459,-140.1802063,445.331,7,4174,422,13,170,49488
Canada,RGI50-01.24362,G219545E61310N,4*9CBE52,0,61.31666667,-140.44333333,,,,,,,
Canada,RGI50-01.26305,G222876E59222N,Tagham,1,59.222,-137.124,0.424,1304,1947,1732,29,184,979
Canada,RGI50-01.26310,G223416E59529N,Little Rainy Hollow,1,59.529,-136.584,0.337,1127,1554,1404,25,283,890
Canada,RGI50-01.26384,G219250E61325N,4*9CBF52,0,61.325,-140.75,4.243,2004,3050,2789,19,121,4122
Canada,RGI50-01.26387,G219213E61313N,4*9CBF51,0,61.313,-140.787,2.377,2155,3415,2755,28,88,3315
Canada,RGI50-01.26389,G219544E61284N,4*9CBF34,0,61.284,-140.456,2.826,2119,2714,2405,14,266,2497
Canada,RGI50-01.26397,G220022E61250N,4*9CAS14,0,61.25,-139.978,0.684,2311,2920,2578,32,92,1504
Canada,RGI50-01.26427,G219642E61233N,4*9CAS96,0,61.233,-140.358,2.758,2050,3146,2487,16,46,4933
Canada,RGI50-01.26427,G219642E61233N,Coyote,1,61.233,-140.358,2.758,2050,3146,2487,16,46,4933
Canada,RGI50-01.26436,G219737E61148N,4*9CAS64,0,61.148,-140.263,1.078,2115,2846,2530,28,36,1211
Canada,RGI50-01.26474,G220650E60900N,4*9CAO72,0,60.9,-139.35,1.229,2002,2786,2500,22,38,2472
Canada,RGI50-01.26651,G221656E59919N,4*8ABD9,0,59.919,-138.344,0.733,1244,1686,1524,21,38,924
Alaska,RGI50-01.26714,G215318E63197N,Chistochina,0,63.197,-144.682,15.024,1190,3006,1745,16,222,10422
Alaska,RGI50-01.26736,G220560E60074N,Valerie,1,60.07406998,-139.439621,345.363,0,4598,1608,17,152,44719
Alaska,RGI50-01.26738,G219611E60880N,Cadorna,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Canada,RGI50-01.26738,G219611E60880N,New Brunswick,1,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Canada,RGI50-01.26738,G219611E60880N,Nova Scotia South,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Canada,RGI50-01.26738,G219611E60880N,Nova Scotia West,1,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Canada,RGI50-01.26738,G219611E60880N,Walsh,3,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26738,G219611E60880N,walsh East Trib,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26738,G219611E60880N,Walsh north trib 1,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26738,G219611E60880N,Walsh north trib 2,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26738,G219611E60880N,Walsh north trib 3,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26738,G219611E60880N,Walsh north trib 4,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26738,G219611E60880N,Walsh north trib 6,0,60.87970352,-140.3885498,718.416,792,5241,2416,15,222,90503
Alaska,RGI50-01.26743,G208557E62802N,Lacuna,2,62.80245972,-151.4434814,176.235,488,3740,1295,11,208,38399
Alaska,RGI50-01.26743,G208557E62802N,Lacuna Northeast,1,62.80245972,-151.4434814,176.235,488,3740,1295,11,208,38399
Alaska,RGI50-01.27102,G225891E58652N,Hole in the Wall,3,58.652,-134.109,101.741,0,1951,1255,5,122,44949
Arctic Canada,RGI50-03.00108,G285207E80719N,Lake Tuborg,0,80.7189,-74.7935,490.205,7,1999,1577,6.2,319,64821
Arctic Canada,RGI50-03.00123,G283470E80355N,d'Iberville,0,80.3547,-76.5299,1594.482,8,2071,1427,5.1,310,74478
Arctic Canada,RGI50-03.00183,G281517E79944N,Unnamed C,0,79.9435,-78.4826,940.826,7,1989,1428,6.8,187,73045
Arctic Canada,RGI50-03.00191,G283467E79781N,Parrish,0,79.78077433,-76.53266642,770.215,18,2038,1269,7.1,207,69566
Arctic Canada,RGI50-03.00251,G285202E80091N,Dobbin Bay,0,80.0905,-74.7979,690.159,17,1940,1212,9.4,142,53546
Arctic Canada,RGI50-03.00283,G286085E80203N,John Richardson Bay South,0,80.2029,-73.9149,668.962,10,2031,1213,6.9,94,73916
Arctic Canada,RGI50-03.00369,G287639E80686N,Jolliffe north arm,0,80.6863,-72.3609,82.321,646,1859,1338,7,138,24057
Arctic Canada,RGI50-03.00419,G281302E79451N,Benedict,0,79.4507,-78.6982,102.942,6,1466,846,6.3,108,32296
Arctic Canada,RGI50-03.00832,G268065E79707N,Iceberg,3,79.7072,-91.9347,1056.23,6,1953,1079,8.8,208,63675
Canada,RGI50-03.00833,G268619E79520N,Sphinx,0,79.5201,-91.3815,55.022,117,1841,842,11.3,253,20408
Canada,RGI50-03.00878,G270350E79403N,Strand,0,79.4032,-89.65,223.061,116,1727,1178,9.8,237,28334
Arctic Canada,RGI50-03.00884,G270630E79329N,Unnamed H,0,79.3294,-89.3704,85.368,174,1582,1198,9.8,220,20683
Arctic Canada,RGI50-03.00889,G270973E79279N,CA2R014D0023,0,79.2785,-89.0272,87.56,311,1560,1167,10.4,261,15478
Arctic Canada,RGI50-03.00994,G268921E78715N,Good Friday,3,78.715,-91.0786,731.002,45,1677,881,6.3,218,55006
Canada,RGI50-03.00995,G269838E78777N,Fiord,0,78.7774,-90.1616,458.392,59,1681,905,10.4,167,37638
Canada,RGI50-03.01053,G266982E80319N,Unnamed F,0,80.3185,-93.0183,153.011,164,1524,1046,8.8,342,21852
Canada,RGI50-03.01228,G267233E80086N,Unnamed E,0,80.0857,-92.7667,294.055,167,1736,1254,7.5,328,33247
Canada,RGI50-03.01281,G266517E79542N,Unnamed G,0,79.5416,-93.4834,15.82,122,1261,702,13.7,93,9676
Canada,RGI50-03.01294,G266526E80098N,Unnamed D,0,80.0984,-93.474,59.077,91,1539,1064,7.7,316,20877
Arctic Canada,RGI50-03.01375,G266965E79890N,Airdrop,1,79.8896,-93.0352,562.318,84,1980,952,7.7,240,48497
Canada,RGI50-03.01375,G266965E79890N,Middle airdrop,1,79.88960001,-93.03516886,562.317972,84,1980,952,7.7,240,48497
Arctic Canada,RGI50-03.01482,G282059E76814N,Clarence Head North,1,76.8144,-77.9415,45.462,6,958,271,9.4,68,14695
Arctic Canada,RGI50-03.01517,G280200E76824N,Mittie,1,76.8237,-79.7999,1741.31,7,1340,509,6.4,26,56818
Arctic Canada,RGI50-03.01535,G282086E76885N,Mount Glenworth,1,76.8845,-77.9142,25.859,7,964,276,11.1,33,12508
Arctic Canada,RGI50-03.01544,G281961E76714N,Clarence Head South,1,76.7142,-78.0391,142.915,3,829,356,7.2,133,22787
Canada,RGI50-03.01555,G279749E76503N,Jakeman,0,76.5031,-80.2509,498.215,6,1363,789,6.3,266,42559
Arctic Canada,RGI50-03.01564,G281429E76647N,Cape Norton Shaw,1,76.64649698,-78.57099649,105.8830082,8,1014,301,9.799996998,206,19039
Arctic Canada,RGI50-03.01576,G280450E76424N,Cape Tennyson,0,76.4243,-79.5498,183.099,3,1218,716,10.2,132,25862
Arctic Canada,RGI50-03.01586,G279869E76342N,Cory,1,76.3418,-80.1312,122.744,7,1256,759,8.8,146,20903
Arctic Canada,RGI50-03.01590,G279374E76259N,Wilcox,0,76.2585,-80.6265,73.15,8,1147,673,9.3,196,21717
Arctic Canada,RGI50-03.01620,G281073E76632N,Unnamed A,0,76.6321,-78.927,31.558,11,1005,429,12.7,201,12829
Arctic Canada,RGI50-03.01678,G280776E77645N,Island Easter  South ,1,77.6453,-79.2236,1892.023,7,1635,600,4.9,105,85129
Arctic Canada,RGI50-03.01699,G284151E78047N,Cape Dunsterville,0,78.0474,-75.8489,31.643,4,688,449,9.5,76,9199
Arctic Canada,RGI50-03.01708,G279293E78397N,Taggart Lake,1,78.3974,-80.7072,1434.492,123,2006,1237,4.9,278,49214
Arctic Canada,RGI50-03.01710,G280385E78049N,Wykeham Glacier South,1,78.0494,-79.6154,3085.113,7,1791,990,7.1,-9,81426
Arctic Canada,RGI50-03.01728,G279422E78756N,Kooetigeto River,0,78.7559,-80.5782,350.284,105,1992,1293,6.7,303,39347
