Country,RGI_ID,GLIMS_ID,Glacier_Name,Number of dated surges,CENLAT,CENLON,AREA,ZMIN,ZMAX,ZMED,SLOPE,ASPECT,LMAX
Novaya Zemlya,RGI50-09.00086,G056818E74779N,Unnamed 44 (Study ID 62),0,74.7789,56.8184,71.183,7,839,434,8,241,16466
Novaya Zemlya,RGI50-09.00088,G059006E75727N,Unnamed 52 (Study ID 69),0,75.72688028,59.00580464,74.53297159,7,750,269,6.8,313,15581
Novaya Zemlya,RGI50-09.00092,G065046E76364N,Unnamed 58 (Study ID 94),0,76.3643,65.0461,49.57,6,834,512,12.4,350,16934
Novaya Zemlya,RGI50-09.00099,G056453E74542N,Unnamed 65 (Study ID 224),0,74.5422,56.4527,60.073,7,739,427,8.5,189,13806
Novaya Zemlya,RGI50-09.00116,G060168E75349N,Unnamed 40 (Study ID 50),0,75.3486,60.1675,1412.73,9,1038,691,10.4,133,55777
Novaya Zemlya,RGI50-09.00123,G057699E74600N,Unnamed 42 (Study ID 60),0,74.59998819,57.69849263,299.365,7,988,540,5.4,123,36990
Novaya Zemlya,RGI50-09.00124,G057689E74508N,Unnamed 62 (Study ID 203),0,74.5079,57.689,13.297,327,1056,566,9.7,97,7835
Novaya Zemlya,RGI50-09.00127,G056256E74559N,Unnamed 66 (Study ID 225),0,74.5587,56.256,47.833,4,717,400,9.3,218,14862
Novaya Zemlya,RGI50-09.00128,G057172E74586N,Unnamed 67 (Study ID 230),0,74.5863,57.1723,52.022,36,987,643,16.6,8,16811
Novaya Zemlya,RGI50-09.00129,G057682E74831N,G057276-E74657N,0,74.8307,57.6821,257.603,53,1193,707,14,169,27403
Novaya Zemlya,RGI50-09.00132,G057628E75091N,Unnamed 47 (Study ID 65),0,75.0909,57.6284,402.558,14,1169,556,9.3,327,46590
Novaya Zemlya,RGI50-09.00134,G060017E75718N,Unnamed 54 (Study ID 71),0,75.7177,60.0168,611.739,4,1050,680,13,355,45980
Novaya Zemlya,RGI50-09.00134,G060017E75718N,Unnamed 55 (Study ID 73),0,75.7177,60.0168,611.739,4,1050,680,13,355,45980
Novaya Zemlya,RGI50-09.00136,G061282E75891N,Unnamed 56 (Study ID 80),0,75.8909,61.2815,431.435,0,1153,612,9.4,321,35380
Novaya Zemlya,RGI50-09.00144,G065659E76423N,Unnamed 60 (Study ID 96),0,76.4232,65.6586,73.065,8,768,398,8.3,323,12882
Novaya Zemlya,RGI50-09.00144,G065659E76423N,Unnamed 61 (Study ID 97),0,76.4232,65.6586,73.065,8,768,398,8.3,323,12882
Novaya Zemlya,RGI50-09.00352,G056241E74313N,Unnamed 63 (Study ID 214),0,74.3125,56.241,221.2,0,925,496,8.7,224,23613
Novaya Zemlya,RGI50-09.00369,G055909E74357N,Unnamed 64 (Study ID 215),0,74.3571,55.9092,79.333,6,723,267,6.3,240,15638
New Siberian Islands,RGI50-09.00491,G098971E79589N,Unnamed 36,0,79.5893,98.9714,130.028,0,1041,593,12.3,81,29451
New Siberian Islands,RGI50-09.00500,G099293E79476N,Unnamed 37,0,79.4756,99.2925,146.696,0,1003,507,13.5,109,19415
Novaya Zemlya,RGI50-09.00924,G058130E75161N,Unnamed 49 (Study ID 66 south),0,75.1612,58.1297,292.551,0,965,562,6.2,11,35584
Kamchatka,RGI50-10.03941,G158180E52462N,Mutnovskiy NE Mutnovsky,1,52.46206665,158.1803894,0.807,1546,1925,1707,14.9,296,1390
Kamchatka,RGI50-10.04017,G160474E56097N,Bil'chonok,1,56.0973053,160.473938,17.947,748,4015,3359,12.2,342,16932
European Alps,RGI50-11.00719,G010818E46876N,Vernagtferner,5,46.8762,10.818,8.559,2810,3559,3142,14.7,165,3087
European Alps,RGI50-11.01193,G008410E46680N,Chelengletscher,1,46.6802,8.41048,2.03,2163,3275,2789,23.1,112,3431
European Alps,RGI50-11.01246,G008436E46634N,Dammagletscher,1,46.634,8.43645,4.705,2075,3444,2859,25.2,80,3291
European Alps,RGI50-11.02890,G007898E45942N,Ghiacciaio del Belvedere,1,45.9415,7.89835,4.446,1797,4487,2830,27.3,42,5968
Caucasus,RGI50-12.00014,G042428E43378N,Lednik Ulluchiran,1,43.3778,42.4276,12.843,3053,5604,4098,22.6,357,6902
Caucasus,RGI50-12.00080,G042422E43310N,Lednik Bol'shoy Azau,4,43.31,42.4219,15.917,2665,5429,3661,15.6,174,9839
Caucasus,RGI50-12.00131,G044441E42732N,Kolka,4,42.7315,44.4413,1.159,2959,3553,3243,18.5,24,2354
Caucasus,RGI50-12.00479,G042402E43353N,Main Lednik Maliy Kukurtli 318,1,43.3533,42.4019,5.624,2886,5221,4404,25.7,290,6373
Caucasus,RGI50-12.00840,G044523E42715N,Devdorak,0,42.7148,44.5229,1.948,2583,4387,3981,22,64,4415
Caucasus,RGI50-12.00887,G042375E43336N,Lednik Maliy Kukurtli 316,1,43.3363,42.3748,2.296,3220,4293,3598,31.3,321,1263
Caucasus,RGI50-12.01025,G044538E42697N,Abano,0,42.6966,44.5384,1.188,3015,4811,4026,27.6,91,3615
Caucasus,RGI50-12.01251,G044507E42723N,Chach,0,42.7231,44.5071,2.767,3258,4405,3971,22.2,4,3525
China,RGI50-13.01428,G095032E29623N,Zelunglung Zelongnong,3,29.62255669,95.0319519,9.485,3819,6931,4849,28.2,221,6769
China,RGI50-13.01430,G095045E29666N,Langjiabao,0,29.66647284,95.04484538,43.094,2816,7258,5650,29,10,9272
China,RGI50-13.01430,G095045E29666N,Nanjiabawa,0,29.66647284,95.04484538,43.094,2816,7258,5650,29,10,9272
China,RGI50-13.01432,G095120E29665N,CN5O232A0004,0,29.66465378,95.12019348,8.482,3046,6919,5003,28.1,350,8782
China,RGI50-13.02858,G093661E30458N,CN5O281A0265,0,30.45814747,93.66128911,1.388,5220,5830,5494,20.1,213,1570
Pamirs,RGI50-13.04771,G073606E39231N,14.03.17//5,0,39.23164781,73.61335420,,,,,,,
Tian Shan,RGI50-13.04933,G079906E42284N,"Lednik Mushketova Mushketov 710 a,b",3,42.28405655,79.90636589,56.48,3403,5164,4083,15,325,13056
Tian Shan,RGI50-13.05000,G080193E42063N,Shokal'sky,3,42.06254578,80.19326782,373.922,2901,6643,4475,13.3,304,61445
Tian Shan,RGI50-13.05038,G079749E42092N,Kaindy,1,42.09198761,79.74901581,84.066,3275,5647,4317,16.1,291,24824
Tian Shan,RGI50-13.07064,G078164E41793N,Bordu North,1,41.7932194,78.16376008,6.537,3785,4676,4201,13.7,324,5155
Tian Shan,RGI50-13.07179,G078657E42036N,Besymyanny Bezymyanny,1,42.03579059,78.65746644,9.334,3796,5079,4365,18.1,3,6871
Pamirs,RGI50-13.07625,G072532E37990N,14.03.14//47,0,37.99559010,72.53765787,,,,,,,
Tian Shan,RGI50-13.07763,G079708E42244N,Unnamed 68 (near the end of Mushketov),0,42.24422708,79.70833102,2.677,3636,4775,4063,23.6,0,3694
Pamirs,RGI50-13.07905,G072020E37653N,14.03.15//544,0,37.65304188,72.01854670,,,,,,,
Pamirs,RGI50-13.07919,G072620E37647N,14.03.15//414,0,37.64455138,72.62382955,,,,,,,
Tian Shan,RGI50-13.08074,G078284E41940N,Chomoi,1,41.94007079,78.28432548,8.594,3758,4790,4304,16.5,337,6176
Tian Shan,RGI50-13.08077,G078382E41849N,E Konyandy,0,41.84931848,78.38241581,2.192,4090,4923,4551,15.1,161,3533
Tian Shan,RGI50-13.08086,G078240E41811N,Lednik Severniy Karasay,2,41.81073318,78.24001971,33.491,3788,4917,4388,13.4,201,10604
Pamirs,RGI50-13.08695,G077298E43063N,Bogatir Bogatyr Lednik Bogatyr,1,43.062983,77.29841766,3.091,3838,4552,4120,15.5,180,2896
Pamirs,RGI50-13.11265,G073187E38226N,14.03.14//250,0,38.22588032,73.18701544,1.348,4611,5640,5063,28,15,2169
Pamirs,RGI50-13.11292,G073486E38360N,14.03.14//716,0,38.35987685,73.48626433,0.259,4831,5222,4964,24.7,19,1071
Pamirs,RGI50-13.11294,G073468E38368N,14.03.14//714,0,38.36823397,73.46792608,0.092,4870,5081,4949,27.3,5,437
Pamirs,RGI50-13.11295,G073453E38388N,14.03.14//712,0,38.3876648,73.45262909,1.096,4820,5715,5070,20,64,2052
Pamirs,RGI50-13.11296,G073459E38378N,14.03.14//713,0,38.37784039,73.45904547,0.514,4784,5596,5169,29.2,49,1714
Pamirs,RGI50-13.12483,G073515E39285N,14.03.18//3,0,39.28471933,73.51492127,0.867,4429,5310,4941,30.5,20,1870
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//85 Nura,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//86,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//88,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//89,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//90,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//91,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//92a,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12485,G073754E39483N,14.03.19//92c,0,39.48263963,73.75373532,48.466,3605,6294,4574,24.5,6,15773
Pamirs,RGI50-13.12508,G073478E39528N,14.03.07//117,0,39.52841606,73.47777627,3.883,3961,4973,4282,18.9,344,4213
Pamirs,RGI50-13.12509,G073556E39526N,14.03.07//114a,0,39.52550671,73.55550295,5.942,3989,5017,4403,19.2,353,5529
Pamirs,RGI50-13.12509,G073556E39526N,14.03.07//114b,0,39.52550671,73.55550295,5.942,3989,5017,4403,19.2,353,5529
Pamirs,RGI50-13.12516,G073697E39533N,14.03.19//80,0,39.53289795,73.69674683,2.347,4353,4903,4597,16.4,122,2686
Pamirs,RGI50-13.12516,G073697E39533N,14.03.19//81,0,39.53289795,73.69674683,2.347,4353,4903,4597,16.4,122,2686
Pamirs,RGI50-13.12525,G073706E39516N,14.03.19//79,0,39.51576842,73.70633671,5.159,4174,5256,4569,21.9,47,4367
Pamirs,RGI50-13.12525,G073706E39516N,14.03.19//82a,0,39.51576842,73.70633671,5.159,4174,5256,4569,21.9,47,4367
Pamirs,RGI50-13.12538,G073866E39503N,14.03.19//92b,0,39.50298753,73.86590147,1.186,4284,4745,4481,18,282,1838
Pamirs,RGI50-13.12702,G072831E39030N,Shapak,1,39.03046461,72.83083252,0.342,4871,5201,4972,22,88,911
Pamirs,RGI50-13.12713,G072819E39036N,14.03.08//471,1,39.03591055,72.81883886,1.909,4837,5359,5073,13.5,260,3469
Pamirs,RGI50-13.12771,G072614E39103N,14.03.08//416 Turakurum,0,39.10311127,72.61427307,4.25,4461,5557,4954,20.8,275,5222
Pamirs,RGI50-13.12775,G072601E39133N,14.03.08//414,0,39.13282013,72.60119629,0.665,4698,5464,5116,23,156,2344
Pamirs,RGI50-13.12781,G072589E39158N,14.03.08//384,0,39.15769745,72.58875089,7.38,4139,5437,4721,19.9,32,5561
Pamirs,RGI50-13.12849,G072834E38903N,14.03.08//526,0,38.90260583,72.83448682,1.955,4602,5662,5028,21.6,345,3826
Pamirs,RGI50-13.12881,G072883E39146N,14.03.08//305,0,39.14553833,72.88285828,2.777,4564,5660,5095,25.7,355,3573
Pamirs,RGI50-13.12913,G073112E39261N,14.03.17//294,0,39.26068115,73.11167908,8.477,4620,5992,5447,21.8,238,6367
Pamirs,RGI50-13.12913,G073112E39261N,14.03.17//295,0,39.26068115,73.11167908,8.477,4620,5992,5447,21.8,238,6367
Pamirs,RGI50-13.12922,G073123E39244N,14.03.17//302,0,39.24374819,73.12252598,2.034,4783,6025,5381,23.8,145,4148
Pamirs,RGI50-13.12923,G073110E39244N,14.03.17//300,0,39.2437973,73.10975647,2.644,4836,5791,5338,20.7,178,3299
Pamirs,RGI50-13.12923,G073110E39244N,14.03.17//301,0,39.2437973,73.10975647,2.644,4836,5791,5338,20.7,178,3299
Pamirs,RGI50-13.12934,G072956E39169N,14.03.17//268,0,39.16863486,72.95628806,0.64,4825,5503,5069,20.3,133,1966
Pamirs,RGI50-13.12935,G072967E39174N,14.03.17//269,0,39.17443892,72.96665205,0.906,4783,5545,5201,19.8,125,2769
Pamirs,RGI50-13.12937,G072862E39309N,Maliy Saukdara (Maly Saukdara) 274 ,1,39.30890661,72.86184204,30.507,3974,7124,5758,24.6,215,16788
Pamirs,RGI50-13.12950,G072896E39273N,14.03.08//283,0,39.27265053,72.89644646,5.29,4485,6241,5384,25.6,164,7618
Pamirs,RGI50-13.12983,G073238E39368N,14.03.07//134 Koksai,0,39.36829132,73.23819248,2.524,4183,5338,4682,24.1,7,3701
Pamirs,RGI50-13.13000,G073171E39350N,14.03.18//68,0,39.34999605,73.17146265,1.268,4739,5689,5193,26.7,97,2137
Pamirs,RGI50-13.13001,G073149E39351N,14.03.18//66,0,39.35079501,73.14927608,1.401,4914,6018,5632,24.8,180,2764
Pamirs,RGI50-13.13002,G073182E39367N,14.03.07//138a Atdzhaylyau,0,39.36654961,73.18154148,12.959,3922,6012,4657,24.6,21,8048
Pamirs,RGI50-13.13002,G073182E39367N,14.03.07//138b,0,39.36654961,73.18154148,12.959,3922,6012,4657,24.6,21,8048
Pamirs,RGI50-13.13002,G073182E39367N,14.03.07//138c,0,39.36654961,73.18154148,12.959,3922,6012,4657,24.6,21,8048
Pamirs,RGI50-13.13006,G073093E39412N,14.03.07//157,0,39.41196116,73.09301171,1.203,4186,4990,4533,23.2,358,2334
Pamirs,RGI50-13.13013,G072865E39382N,14.03.07//199d,1,39.38184376,72.86452341,33.368,3913,6873,5172,24.6,4,10928
Pamirs,RGI50-13.13013,G072865E39382N,14.03.07//199e,1,39.38184376,72.86452341,33.368,3913,6873,5172,24.6,4,10928
Pamirs,RGI50-13.13013,G072865E39382N,14.03.07//199g,1,39.38184376,72.86452341,33.368,3913,6873,5172,24.6,4,10928
Pamirs,RGI50-13.13025,G072730E39315N,14.03.08//255,1,39.31503558,72.72953216,4.42,4118,6283,5528,27.2,185,5639
Pamirs,RGI50-13.13026,G072746E39387N,14.03.07//213b Koman,0,39.38656956,72.74577416,6.305,4180,5969,5042,25.1,29,5572
Pamirs,RGI50-13.13043,G072816E39319N,"14.03.08//265 Dzerzhinsky a,b,c",1,39.31902756,72.81643048,25.018,3995,6657,5449,22,177,16156
Pamirs,RGI50-13.13043,G072816E39319N,Dzerzhinskiy (Ledniki Dzerzhinskogo),1,39.31902756,72.81643048,25.018,3995,6657,5449,22,177,16156
Pamirs,RGI50-13.13053,G073146E39453N,14.03.07//169b,1,39.45255052,73.14590107,2.152,4170,5017,4531,20.5,34,2943
Pamirs,RGI50-13.13062,G073130E39462N,14.03.07//170,1,39.46217848,73.12972898,2.725,4287,5424,4793,22.8,66,3980
Pamirs,RGI50-13.13064,G073101E39470N,14.03.07//178,0,39.46976038,73.10115206,6.744,3877,5394,4632,28.3,350,6187
Pamirs,RGI50-13.13065,G073075E39475N,14.03.07//179,0,39.47537053,73.07515176,4.754,4097,5260,4541,24.3,33,3863
Pamirs,RGI50-13.13069,G073060E39458N,14.03.07//185,0,39.45753479,73.06044006,4.029,4161,5279,4708,23.6,282,4526
Pamirs,RGI50-13.13070,G073040E39447N,14.03.07//186,1,39.44670543,73.0395402,3.096,4053,5266,4622,30.1,319,3970
Pamirs,RGI50-13.13074,G072859E39420N,14.03.07//199f,1,39.41962208,72.85859791,1.319,4334,4838,4452,13.1,67,2087
Pamirs,RGI50-13.13078,G072771E39321N,"257 Wali (Vali, Lednik Valy)",1,39.32055281,72.77111958,16.824,4036,6728,5644,28.7,211,9343
Pamirs,RGI50-13.13080,G072795E39373N,14.03.07//213a Coman,0,39.37298188,72.79476504,12.402,4109,6681,5008,27.8,0,7177
Pamirs,RGI50-13.13081,G072709E39378N,14.03.08//238,2,39.37841768,72.70924558,2.119,4804,5821,5450,27.9,198,1962
Pamirs,RGI50-13.13082,G072641E39384N,14.03.08//235,0,39.38361245,72.64070494,1.256,4579,5282,5110,16.8,127,2273
Pamirs,RGI50-13.13114,G073186E39300N,14.03.18//42,0,39.30027771,73.18574524,1.246,4544,5755,5222,23.8,19,4005
Pamirs,RGI50-13.13131,G072785E39171N,14.03.08//314,0,39.17118204,72.78492028,12.465,4575,5995,5208,19.2,86,6966
Pamirs,RGI50-13.13141,G072925E39186N,14.03.08//301,1,39.1864594,72.9247605,1.561,4625,5447,4995,24.3,293,2073
Pamirs,RGI50-13.13150,G072831E39198N,14.03.08//318,0,39.19771602,72.83136418,1.507,4651,5397,4918,14.1,94,3474
Pamirs,RGI50-13.13190,G072633E39340N,14.03.08//234 ,1,39.33952503,72.63257576,1.528,4259,5864,4926,23.1,97,4056
Pamirs,RGI50-13.13191,G072614E39336N,14.03.08//232,1,39.3363129,72.61367147,0.862,4685,5894,5493,34.4,191,1895
Pamirs,RGI50-13.13197,G072549E39298N,14.03.08//217,2,39.29790681,72.54913271,6.874,4171,5536,4968,22,338,6159
Pamirs,RGI50-13.13201,G072573E39370N,14.03.07//222 Minzhar,0,39.37041216,72.57280127,6.468,3755,5825,5019,27.3,26,6827
Pamirs,RGI50-13.13202,G072705E39337N,14.03.08//246,1,39.33733429,72.70481323,2.297,4405,5532,5021,24.9,342,4208
Pamirs,RGI50-13.13202,G072705E39337N,14.03.13//246  Verkhniy Muzkulak,0,39.33733429,72.70481323,2.297,4405,5532,5021,24.9,342,4208
Pamirs,RGI50-13.13203,G072706E39320N,14.03.08//249a,1,39.32043798,72.70562734,3.781,4416,6221,5435,33.4,307,3819
Pamirs,RGI50-13.13203,G072706E39320N,14.03.08//249b,1,39.32043798,72.70562734,3.781,4416,6221,5435,33.4,307,3819
Pamirs,RGI50-13.13205,G072685E39306N,14.03.08//250,0,39.30559055,72.68528066,0.99,4459,5711,4998,30.6,309,2143
Pamirs,RGI50-13.13224,G072770E39351N,14.03.08//233a Kuzgun,0,39.35105896,72.77038574,46.904,4098,6725,5125,22.1,329,14376
Pamirs,RGI50-13.13224,G072770E39351N,14.03.08//233b Kuzgun,0,39.35105896,72.77038574,46.904,4098,6725,5125,22.1,329,14376
Pamirs,RGI50-13.13224,G072770E39351N,14.03.08//233c Kuzgun,0,39.35105896,72.77038574,46.904,4098,6725,5125,22.1,329,14376
Pamirs,RGI50-13.13224,G072770E39351N,14.03.08//240,2,39.35105896,72.77038574,46.904,4098,6725,5125,22.1,329,14376
Pamirs,RGI50-13.13224,G072770E39351N,14.03.08//241,1,39.35105896,72.77038574,46.904,4098,6725,5125,22.1,329,14376
Pamirs,RGI50-13.13224,G072770E39351N,14.03.08//244 Kraeina,1,39.35105896,72.77038574,46.904,4098,6725,5125,22.1,329,14376
Pamirs,RGI50-13.13251,G072928E39397N,14.03.07//199a Lenin eastern branch,1,39.39679031,72.9277396,18.134,3815,6454,4937,28.4,343,8538
Pamirs,RGI50-13.13251,G072928E39397N,14.03.07//199b Lenin,1,39.39679031,72.9277396,18.134,3815,6454,4937,28.4,343,8538
Pamirs,RGI50-13.13252,G072967E39424N,14.03.07//197a,1,39.42428547,72.96665309,7.486,3934,5788,4672,26.9,342,6130
Pamirs,RGI50-13.13254,G073001E39444N,14.03.07//188,1,39.44420305,73.00136773,1.531,3979,4923,4440,28.4,6,2493
Pamirs,RGI50-13.13255,G072988E39405N,14.03.07//154,0,39.40484862,72.98821779,1.95,4760,5771,5225,27.5,107,2486
Pamirs,RGI50-13.13258,G073100E39385N,14.03.07//151 Zabluzhdeniya,0,39.3853679,73.0995658,7.56,4158,6364,4801,26.6,1,5594
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//44 Uysu,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//44a,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//44b,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//44c,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//45,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//46,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//47,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//48,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13259,G073108E39320N,14.03.18//49,0,39.32021958,73.10826347,51.365,4558,6572,5348,20.3,67,12246
Pamirs,RGI50-13.13260,G073012E39390N,14.03.07//150 Korzeniowski,0,39.38958778,73.01223148,59.823,4125,6579,5090,23.2,18,18879
Pamirs,RGI50-13.13260,G073012E39390N,14.03.07//152 Bezymyannyy,0,39.38958778,73.01223148,59.823,4125,6579,5090,23.2,18,18879
Pamirs,RGI50-13.13260,G073012E39390N,14.03.07//153,1,39.38958778,73.01223148,59.823,4125,6579,5090,23.2,18,18879
Pamirs,RGI50-13.13260,G073012E39390N,14.03.07//155 Perevalny,1,39.38958778,73.01223148,59.823,4125,6579,5090,23.2,18,18879
Pamirs,RGI50-13.13261,G073006E39351N,14.03.17//275,1,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13261,G073006E39351N,14.03.17//277,1,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13261,G073006E39351N,14.03.17//282,1,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13261,G073006E39351N,14.03.17//283,1,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13261,G073006E39351N,14.03.17//285,1,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13261,G073006E39351N,14.03.17//287,1,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13261,G073006E39351N,275 Oktyabrskiy (Oktyabr'sky),3,39.35113144,73.00595856,73.409,4376,6728,5561,22.6,160,19031
Pamirs,RGI50-13.13265,G072924E39306N,14.03.08//282a Bol'shoy Saukdara,0,39.30645584,72.92443795,69.663,4042,7118,5449,22.2,162,22906
Pamirs,RGI50-13.13265,G072924E39306N,14.03.08//282b Bol'shoy Saukdara,0,39.30645584,72.92443795,69.663,4042,7118,5449,22.2,162,22906
Pamirs,RGI50-13.13265,G072924E39306N,14.03.08//282c Bol'shoy Saukdara,0,39.30645584,72.92443795,69.663,4042,7118,5449,22.2,162,22906
Pamirs,RGI50-13.13265,G072924E39306N,14.03.08//282d Bol'shoy Saukdara,0,39.30645584,72.92443795,69.663,4042,7118,5449,22.2,162,22906
Pamirs,RGI50-13.13265,G072924E39306N,14.03.08//286,1,39.30645584,72.92443795,69.663,4042,7118,5449,22.2,162,22906
Pamirs,RGI50-13.13272,G072490E38783N,14.03.13//310,0,38.7834161,72.49032125,47.078,4039,5688,4997,13.7,86,14723
Pamirs,RGI50-13.13272,G072490E38783N,"309 Tanymas North, 310",2,38.7834161,72.49032125,47.078,4039,5688,4997,13.7,86,14723
Pamirs,RGI50-13.13295,G072537E38799N,14.03.13//317,1,38.79911217,72.53747875,1.783,4705,5308,5080,14.1,212,2909
Pamirs,RGI50-13.13302,G072595E38802N,14.03.08//592 Dzhaylyaukumsay,0,38.80219811,72.59464499,18.557,4447,5540,4971,14.8,23,5811
Pamirs,RGI50-13.13302,G072595E38802N,14.03.08//593,0,38.80219811,72.59464499,18.557,4447,5540,4971,14.8,23,5811
Pamirs,RGI50-13.13305,G072654E38753N,14.03.13//326,0,38.75262379,72.65444126,1.505,4499,5345,4893,27.9,13,2466
Pamirs,RGI50-13.13311,G072505E38831N,14.03.08//651,1,38.8311966,72.50543038,18.169,4481,5561,4987,12.6,19,9035
Pamirs,RGI50-13.13317,G072522E38880N,14.03.08//650,0,38.88001727,72.52166786,3.34,4643,5491,5107,19.6,327,4459
Pamirs,RGI50-13.13320,G072561E38890N,14.03.08//600,0,38.88961435,72.56067844,3.549,4612,5717,5051,17.8,53,5506
Pamirs,RGI50-13.13321,G072555E38901N,14.03.08//601 Dusakasay,1,38.90121345,72.55503439,6.155,4557,5698,5034,18.1,54,6173
Pamirs,RGI50-13.13322,G072507E38912N,14.03.08//648,0,38.91159482,72.50738811,3.3,4615,5655,5118,26.4,346,4375
Pamirs,RGI50-13.13326,G072634E38760N,14.03.13//328,1,38.76042938,72.63374329,1.79,4600,5446,4966,25.5,49,2323
Pamirs,RGI50-13.13327,G072601E38759N,14.03.13//322,0,38.75896815,72.60078511,7.325,4666,5518,5050,18.1,313,5291
Pamirs,RGI50-13.13332,G072626E38776N,14.03.13//330 Yamandzhilga,0,38.77609806,72.62649451,3.493,4609,5470,5010,11.8,42,4573
Pamirs,RGI50-13.13378,G072688E38875N,14.03.08//586,0,38.87475638,72.68811465,1.185,4511,5431,5059,20.7,5,2972
Pamirs,RGI50-13.13396,G072760E38860N,14.03.08//575,0,38.86020057,72.7595941,1.311,4558,5597,5063,28.5,7,2679
Pamirs,RGI50-13.13415,G072791E38788N,14.03.08//562,0,38.78847447,72.79119665,4.925,4640,5581,4985,20.8,44,4221
Pamirs,RGI50-13.13437,G072705E38801N,14.03.08//577 Nichkedzhilga,0,38.80066023,72.70513148,15.29,4432,5497,5067,13,27,8598
Pamirs,RGI50-13.13442,G072721E38775N,14.03.13//339,0,38.77467808,72.72146695,1.562,4775,5391,5051,15.3,79,2882
Pamirs,RGI50-13.13460,G072761E38782N,14.03.13//342,0,38.78167011,72.7606404,1.651,4852,5416,5049,12,161,3309
Pamirs,RGI50-13.13464,G072776E38863N,14.03.08//574,0,38.86296918,72.77621427,0.592,4576,5231,4955,27.8,24,1313
Pamirs,RGI50-13.13564,G072437E38696N,14.03.13//285,1,38.69573721,72.43686936,1.46,4431,5629,5042,28,341,2608
Pamirs,RGI50-13.13566,G072438E38660N,14.03.13//273  Tanymas-2,0,38.66047391,72.43750989,19.773,3862,6192,5303,19.1,53,14920
Pamirs,RGI50-13.13566,G072438E38660N,14.03.13//274,0,38.66047391,72.43750989,19.773,3862,6192,5303,19.1,53,14920
Pamirs,RGI50-13.13566,G072438E38660N,14.03.13//275,0,38.66047391,72.43750989,19.773,3862,6192,5303,19.1,53,14920
Pamirs,RGI50-13.13571,G072461E38615N,14.03.13//248 Verkhniy Muzkulak,0,38.61471699,72.4611142,1.152,4802,5637,5106,24.3,89,3008
Pamirs,RGI50-13.13574,G072475E38572N,14.03.13//237 Grumm - Grzhi maylo Grum-Grjimajlo,0,38.5715476,72.47510781,152.131,3615,6814,5255,15.5,50,37217
Pamirs,RGI50-13.13574,G072475E38572N,14.03.13//238,0,38.5715476,72.47510781,152.131,3615,6814,5255,15.5,50,37217
Pamirs,RGI50-13.13574,G072475E38572N,14.03.13//239,0,38.5715476,72.47510781,152.131,3615,6814,5255,15.5,50,37217
Pamirs,RGI50-13.13574,G072475E38572N,14.03.13//244,0,38.5715476,72.47510781,152.131,3615,6814,5255,15.5,50,37217
