rgi_id,o1region,o2region,glims_id,anlys_id,subm_id,src_date,primeclass,conn_lvl,glac_name,is_rgi6,cenlon,cenlat,termlon,termlat,area_km2,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_deg,lmax_m,surge_type
RGI2000-v7.0-G-01-14408,01,01-05,G220176E60979N,406789,624,2010-08-04T00:00:00,0,0,Donjek Glacier,1,-139.76860003624267,61.0221505,,,447.99593002465826,,,,,,,,1.0
RGI2000-v7.0-G-01-14417,01,01-05,G220402E61052N,406889,624,2010-08-04T00:00:00,0,0,,1,-139.592479239527,61.047996499999996,,,26.90461137878371,,,,,,,,1.0
RGI2000-v7.0-G-01-14421,01,01-05,G220505E61036N,406927,624,2010-08-04T00:00:00,0,0,,1,-139.49320293111887,61.035851,,,1.076027889481009,,,,,,,,1.0
RGI2000-v7.0-G-01-14422,01,01-05,G220522E61029N,406934,624,2010-08-04T00:00:00,0,0,,1,-139.4739287894349,61.030766,,,2.104802164744887,,,,,,,,1.0
RGI2000-v7.0-G-01-14425,01,01-05,G220534E61010N,406941,624,2010-08-04T00:00:00,0,0,,1,-139.47057239672142,61.010729999999995,,,5.4970147420104,,,,,,,,1.0
RGI2000-v7.0-G-01-14426,01,01-05,G220471E60996N,406912,624,2010-08-04T00:00:00,0,0,,1,-139.51658713962192,60.9892355,,,21.878423093566575,,,,,,,,1.0
RGI2000-v7.0-G-01-14427,01,01-05,G220506E60951N,406929,624,2010-08-04T00:00:00,0,0,,1,-139.49422979907973,60.950218,,,2.04794366889762,,,,,,,,1.0
RGI2000-v7.0-G-01-14428,01,01-05,G220479E60945N,406914,624,2010-08-04T00:00:00,0,0,,1,-139.5208105055449,60.9446865,,,1.404122560835399,,,,,,,,1.0
RGI2000-v7.0-G-01-14430,01,01-05,G220541E60958N,406943,624,2010-08-04T00:00:00,0,0,,1,-139.45914525803155,60.957451500000005,,,0.727917472801091,,,,,,,,1.0
RGI2000-v7.0-G-01-14432,01,01-05,G220576E60975N,406982,624,2010-08-04T00:00:00,0,0,,1,-139.4244325263116,60.974866500000005,,,0.629802112400664,,,,,,,,1.0
RGI2000-v7.0-G-01-14437,01,01-05,G220645E60908N,407028,624,2010-08-04T00:00:00,0,0,,1,-139.35715107795556,60.908853,,,1.287532821209129,,,,,,,,1.0
RGI2000-v7.0-G-01-14438,01,01-05,G220650E60900N,407031,624,2010-08-04T00:00:00,0,0,,1,-139.34908737925784,60.9013025,,,1.229188844253576,,,,,,,,1.0
RGI2000-v7.0-G-01-14439,01,01-05,G220578E60873N,406986,624,2010-08-04T00:00:00,0,0,Kluane Glacier,1,-139.33120061848342,60.889063,,,324.13100921882744,,,,,,,,1.0
RGI2000-v7.0-G-01-14440,01,01-05,G220609E60903N,407013,624,2010-08-04T00:00:00,0,0,,1,-139.39003139570752,60.9040565,,,2.814278082724021,,,,,,,,1.0
RGI2000-v7.0-G-01-14445,01,01-05,G220859E60905N,407173,624,2010-08-04T00:00:00,0,0,,1,-139.1430105815827,60.90941,,,6.906398367210105,,,,,,,,1.0
RGI2000-v7.0-G-01-14451,01,01-05,G220955E60941N,407244,624,2010-08-04T00:00:00,0,0,,1,-139.0579786416469,60.9417105,,,1.520830666349289,,,,,,,,1.0
RGI2000-v7.0-G-01-14454,01,01-05,G221030E60928N,407320,624,2010-08-04T00:00:00,0,0,,1,-138.98509145761835,60.9379165,,,20.10787986771629,,,,,,,,1.0
RGI2000-v7.0-G-01-14455,01,01-05,G221060E60936N,407352,624,2010-08-04T00:00:00,0,0,,1,-138.93975935205663,60.936409999999995,,,0.963077601389505,,,,,,,,1.0
RGI2000-v7.0-G-01-14460,01,01-05,G221133E60899N,407416,624,2010-08-04T00:00:00,0,0,,1,-138.87118284540117,60.898703,,,3.920107025900277,,,,,,,,1.0
RGI2000-v7.0-G-01-14464,01,01-05,G221125E60884N,407403,624,2010-08-04T00:00:00,0,0,,1,-138.86955595007157,60.880964,,,1.210616580067285,,,,,,,,1.0
RGI2000-v7.0-G-01-14465,01,01-05,G221083E60895N,407371,624,2010-08-04T00:00:00,0,0,,1,-138.91854272241903,60.8910515,,,0.962045969137021,,,,,,,,1.0
RGI2000-v7.0-G-01-14466,01,01-05,G221057E60901N,407348,624,2010-08-04T00:00:00,0,0,,1,-138.93487677125,60.900451000000004,,,2.216036142268605,,,,,,,,1.0
RGI2000-v7.0-G-01-14468,01,01-05,G221011E60884N,407299,624,2010-08-04T00:00:00,0,0,,1,-138.9868673372856,60.885639999999995,,,1.706952062166982,,,,,,,,1.0
RGI2000-v7.0-G-01-14469,01,01-05,G221022E60855N,407310,624,2010-08-04T00:00:00,0,0,,1,-138.94968526420428,60.852630500000004,,,14.393063568048072,,,,,,,,1.0
RGI2000-v7.0-G-01-14477,01,01-05,G221203E60826N,407489,624,2010-08-04T00:00:00,0,0,,1,-138.79727836724425,60.827555000000004,,,0.452574042210671,,,,,,,,1.0
RGI2000-v7.0-G-01-14479,01,01-05,G221183E60823N,407477,624,2010-08-04T00:00:00,0,0,,1,-138.81623746575053,60.8221985,,,0.9782566843826,,,,,,,,1.0
RGI2000-v7.0-G-01-14489,01,01-05,G221026E60812N,407315,624,2010-08-04T00:00:00,0,0,,1,-138.9773521976572,60.812622000000005,,,1.40631528111665,,,,,,,,1.0
RGI2000-v7.0-G-01-14490,01,01-05,G220990E60829N,407280,624,2010-08-04T00:00:00,0,0,,1,-139.01537859924423,60.826504,,,19.662642289612467,,,,,,,,1.0
RGI2000-v7.0-G-01-14492,01,01-05,G220915E60817N,407205,624,2010-08-04T00:00:00,0,0,,1,-139.08614083962328,60.8184315,,,5.002600271988227,,,,,,,,1.0
RGI2000-v7.0-G-01-14493,01,01-05,G220869E60822N,407177,624,2010-08-04T00:00:00,0,0,,1,-139.12517842812082,60.821775,,,5.654760397309023,,,,,,,,1.0
RGI2000-v7.0-G-01-14495,01,01-05,G220809E60806N,407118,624,2010-08-04T00:00:00,0,0,,1,-139.18874109888242,60.8070125,,,5.540305734216564,,,,,,,,1.0
RGI2000-v7.0-G-01-14497,01,01-05,G220763E60789N,407077,624,2010-08-04T00:00:00,0,0,,1,-139.25721990912302,60.791995,,,5.263856733995734,,,,,,,,1.0
RGI2000-v7.0-G-01-14515,01,01-05,G221389E60570N,407671,624,2010-08-14T00:00:00,0,0,,1,-138.6116850464733,60.568478999999996,,,11.269813674487112,,,,,,,,1.0
RGI2000-v7.0-G-01-14521,01,01-05,G221458E60531N,407714,624,2010-08-14T00:00:00,0,0,,1,-138.5850928056733,60.5100295,,,93.22983495149823,,,,,,,,1.0
RGI2000-v7.0-G-01-14527,01,01-05,G221543E60517N,407795,624,2010-08-14T00:00:00,0,0,,1,-138.45487875410942,60.5210015,,,9.58084769477636,,,,,,,,1.0
RGI2000-v7.0-G-01-14589,01,01-05,G221324E60729N,407617,624,2010-08-04T00:00:00,0,0,,1,-138.6731587786308,60.7351615,,,3.547737069154179,,,,,,,,1.0
RGI2000-v7.0-G-01-14609,01,01-05,G221299E60659N,407598,624,2010-08-04T00:00:00,0,0,,1,-138.68332083267225,60.6612515,,,9.033879913483807,,,,,,,,1.0
RGI2000-v7.0-G-01-14611,01,01-05,G221343E60689N,407631,624,2010-08-04T00:00:00,0,0,,1,-138.6594681058498,60.693630999999996,,,7.330442806283858,,,,,,,,1.0
RGI2000-v7.0-G-01-14614,01,01-05,G221369E60650N,407658,624,2010-08-14T00:00:00,0,0,,1,-138.62814001710154,60.657882,,,12.205610228973493,,,,,,,,1.0
RGI2000-v7.0-G-01-14616,01,01-05,G221416E60637N,407697,624,2010-08-14T00:00:00,0,0,,1,-138.5864263839755,60.6372285,,,3.428476991115928,,,,,,,,1.0
RGI2000-v7.0-G-01-14623,01,01-05,G221380E60604N,407666,624,2010-08-14T00:00:00,0,0,,1,-138.58272972471912,60.605729,,,15.448060897899666,,,,,,,,1.0
RGI2000-v7.0-G-01-14624,01,01-05,G221615E60520N,407880,624,2010-08-14T00:00:00,0,0,,1,-138.376772152709,60.521638499999995,,,6.864136581289773,,,,,,,,1.0
RGI2000-v7.0-G-01-14630,01,01-05,G221573E60496N,407819,624,2010-08-14T00:00:00,0,0,,1,-138.4275548693625,60.496584,,,2.082039381251559,,,,,,,,1.0
RGI2000-v7.0-G-01-14632,01,01-05,G221618E60478N,407885,624,2010-08-14T00:00:00,0,0,,1,-138.41288960686046,60.478115,,,21.59382895218172,,,,,,,,1.0
RGI2000-v7.0-G-01-14636,01,01-05,G221584E60447N,407836,624,2010-08-14T00:00:00,0,0,,1,-138.398584923582,60.447128500000005,,,5.793708037411695,,,,,,,,1.0
RGI2000-v7.0-G-01-14667,01,01-05,G221691E60355N,407985,624,2010-08-14T00:00:00,0,0,,1,-138.31940225613644,60.358063,,,5.096695198419541,,,,,,,,1.0
RGI2000-v7.0-G-01-14684,01,01-05,G221573E60227N,407817,624,2010-08-14T00:00:00,0,0,,1,-138.41699625989793,60.2364105,,,31.757246316061877,,,,,,,,1.0
RGI2000-v7.0-G-01-14714,01,01-05,G221803E60227N,408124,624,2010-08-14T00:00:00,0,0,,1,-138.20349145630928,60.225812,,,7.925811647276498,,,,,,,,1.0
RGI2000-v7.0-G-01-14716,01,01-05,G221355E60283N,407641,624,2010-08-14T00:00:00,0,0,Lowell Glacier,1,-138.17006898182836,60.2775645,,,582.8292585383584,,,,,,,,1.0
RGI2000-v7.0-G-01-14718,01,01-05,G221798E60337N,408115,624,2010-08-14T00:00:00,0,0,,1,-138.1973024924327,60.336412499999994,,,6.797725788707549,,,,,,,,1.0
RGI2000-v7.0-G-01-14748,01,01-05,G221723E60439N,408023,624,2010-08-14T00:00:00,0,0,,1,-138.26233897103123,60.447234,,,3.363494782035005,,,,,,,,1.0
RGI2000-v7.0-G-01-14761,01,01-05,G221265E60410N,407556,624,2010-08-14T00:00:00,0,0,Dusty Glacier,1,-138.4381809941562,60.405317499999995,,,343.0974468831147,,,,,,,,1.0
RGI2000-v7.0-G-01-14767,01,01-05,G221417E60065N,407698,624,2010-08-14T00:00:00,0,0,Fisher Glacier,1,-138.48518792929104,60.1788345,,,440.9170526043665,,,,,,,,1.0
RGI2000-v7.0-G-01-14773,01,01-05,G221665E60221N,407952,624,2010-08-14T00:00:00,0,0,,1,-138.32002187988013,60.2254375,,,16.31031206178034,,,,,,,,1.0
RGI2000-v7.0-G-01-14793,01,01-05,G221694E60149N,407990,624,2010-08-14T00:00:00,0,0,,1,-138.3177309885496,60.151585,,,9.326401801676736,,,,,,,,1.0
RGI2000-v7.0-G-01-14844,01,01-05,G221588E60008N,407825,624,2010-08-14T00:00:00,0,0,,1,-138.38318488340292,59.992338000000004,,,106.13539493108617,,,,,,,,1.0
RGI2000-v7.0-G-01-14855,01,01-05,G221656E59919N,407938,624,2010-08-14T00:00:00,0,0,,1,-138.34420827719106,59.9198685,,,0.732642499713212,,,,,,,,1.0
RGI2000-v7.0-G-01-14859,01,01-05,G221603E59887N,407779,624,2010-08-14T00:00:00,0,0,Tweedsmuir Glacier,1,-138.43230314353312,59.904347,,,592.2187159873481,,,,,,,,1.0
RGI2000-v7.0-G-01-14910,01,01-05,G221656E59657N,407707,624,2010-09-14T00:00:00,0,0,Vern Ritchie Glacier,1,-138.46625544432763,59.6836725,,,178.16359384232334,,,,,,,,1.0
RGI2000-v7.0-G-01-15097,01,01-05,G221015E59541N,407305,624,2010-09-14T00:00:00,0,0,,1,-138.9875807217833,59.543571,,,1.835370803687019,,,,,,,,1.0
RGI2000-v7.0-G-01-15127,01,01-05,G220959E59696N,407219,624,2010-09-14T00:00:00,0,0,Hidden Glacier,1,-139.14849522485162,59.7044475,,,55.67731481364384,,,,,,,,1.0
RGI2000-v7.0-G-01-15228,01,01-05,G220833E59999N,407148,624,2010-09-14T00:00:00,0,0,Variegated Glacier,1,-139.3019280766767,59.999727500000006,,,36.26444412543761,,,,,,,,1.0
RGI2000-v7.0-G-01-15252,01,01-05,G220560E60074N,406960,624,2010-09-14T00:00:00,0,0,Valerie Glacier,1,-139.69057721775147,60.178227,,,345.3633275925233,,,,,,,,2.0
RGI2000-v7.0-G-01-15261,01,01-05,G219787E60289N,406540,624,2010-09-12T00:00:00,0,0,Seward Glacier,1,-140.25774923627452,60.160943,,,3362.6565743551487,,,,,,,,1.0
RGI2000-v7.0-G-01-15274,01,01-05,G219795E60080N,406650,624,2010-09-12T00:00:00,0,0,Marvine/Hayden Glacier,1,-140.2022410406297,60.018325000000004,,,445.3292605704696,,,,,,,,2.0
RGI2000-v7.0-G-01-15290,01,01-05,G220103E60023N,406765,624,2010-09-14T00:00:00,0,0,Lucia Glacier,1,-139.87303599347135,60.014681499999995,,,95.29589142785312,,,,,,,,1.0
RGI2000-v7.0-G-01-15293,01,01-05,G220204E60098N,406802,624,2010-09-14T00:00:00,0,0,Turner Glacier,1,-139.8121894263158,60.094033499999995,,,176.99907457901756,,,,,,,,1.0
RGI2000-v7.0-G-01-15295,01,01-05,G220324E60088N,406851,624,2010-09-14T00:00:00,0,0,Haenke Glacier,1,-139.67706760018763,60.07969,,,34.63916743211025,,,,,,,,1.0
RGI2000-v7.0-G-01-15309,01,01-05,G220402E60097N,406888,624,2010-09-14T00:00:00,0,0,Miller Glacier,1,-139.62470033969717,60.0969915,,,12.375480938553043,,,,,,,,1.0
RGI2000-v7.0-G-01-15323,01,01-05,G220289E59979N,406833,624,2010-09-14T00:00:00,0,0,Galiano Glacier,1,-139.71094429621814,59.977661499999996,,,4.283383502201577,,,,,,,,1.0
RGI2000-v7.0-G-01-15336,01,01-05,G220169E59934N,406785,624,2010-09-14T00:00:00,0,0,Atrevida Glacier,1,-139.82767842190896,59.945296,,,57.41495950499111,,,,,,,,1.0
RGI2000-v7.0-G-01-15351,01,01-05,G220740E60158N,406922,624,2010-09-14T00:00:00,0,0,Hubbard Glacier,1,-139.56549150505157,60.414184500000005,,,2834.492611710108,,,,,,,,1.0
RGI2000-v7.0-G-01-15373,01,01-05,G220950E59943N,407238,624,2010-09-14T00:00:00,0,0,Butler Glacier,1,-139.02352471336758,59.936863,,,26.336526875335984,,,,,,,,1.0
RGI2000-v7.0-G-01-15382,01,01-05,G221332E59802N,407422,624,2010-09-14T00:00:00,0,0,Art Lewis Glacier,1,-138.8817592596714,59.910791,,,193.66692209738025,,,,,,,,2.0
RGI2000-v7.0-G-01-15561,01,01-05,G221738E59789N,408060,624,2010-09-14T00:00:00,0,0,,1,-138.24273257230047,59.784416,,,8.060574608346299,,,,,,,,1.0
RGI2000-v7.0-G-01-15577,01,01-05,G221727E59901N,408020,624,2010-08-14T00:00:00,0,0,,1,-138.2907145371442,59.9044105,,,3.794655399751662,,,,,,,,1.0
RGI2000-v7.0-G-01-15588,01,01-05,G221845E59936N,408170,624,2010-08-14T00:00:00,0,0,,1,-138.15407788625592,59.934567,,,3.610723857487693,,,,,,,,1.0
RGI2000-v7.0-G-01-15615,01,01-05,G222031E59926N,408323,624,2010-08-14T00:00:00,0,0,,1,-137.94322856337257,59.928965500000004,,,6.265495118557134,,,,,,,,1.0
RGI2000-v7.0-G-01-15620,01,01-05,G221972E59953N,408302,624,2010-08-14T00:00:00,0,0,,1,-138.02625395877658,59.951868000000005,,,2.207376650375367,,,,,,,,1.0
RGI2000-v7.0-G-01-15641,01,01-05,G221930E59892N,408276,624,2010-08-14T00:00:00,0,0,,1,-138.07073308218568,59.8929335,,,0.705981145043831,,,,,,,,1.0
RGI2000-v7.0-G-01-15645,01,01-05,G222100E59861N,408397,624,2010-08-14T00:00:00,0,0,,1,-137.91299680313142,59.869262500000005,,,3.359501177845228,,,,,,,,1.0
RGI2000-v7.0-G-01-15654,01,01-05,G222144E59817N,408431,624,2010-08-14T00:00:00,0,0,,1,-137.87050148853672,59.824830500000004,,,4.27995571635631,,,,,,,,1.0
RGI2000-v7.0-G-01-15658,01,01-05,G222236E59803N,408506,624,2010-08-14T00:00:00,0,0,,1,-137.75965916911497,59.840211,,,29.93202943539469,,,,,,,,1.0
RGI2000-v7.0-G-01-15664,01,01-05,G222365E59815N,408645,624,2010-08-14T00:00:00,0,0,,1,-137.65771150347223,59.8445995,,,26.488717784341354,,,,,,,,1.0
RGI2000-v7.0-G-01-15668,01,01-05,G222466E59847N,408820,624,2010-08-14T00:00:00,0,0,,1,-137.5422156839275,59.866891,,,11.202654971059452,,,,,,,,1.0
RGI2000-v7.0-G-01-15680,01,01-05,G222398E59887N,408719,624,2010-08-14T00:00:00,0,0,,1,-137.61872070529628,59.8976435,,,2.403167778296693,,,,,,,,1.0
RGI2000-v7.0-G-01-15688,01,01-05,G222518E59879N,408866,624,2010-08-14T00:00:00,0,0,,1,-137.4790339309116,59.8835375,,,1.355151783227538,,,,,,,,1.0
RGI2000-v7.0-G-01-15692,01,01-05,G222540E59842N,408893,624,2010-08-14T00:00:00,0,0,,1,-137.46429887418833,59.848012,,,4.898286454579273,,,,,,,,1.0
RGI2000-v7.0-G-01-15697,01,01-05,G222506E59817N,408837,624,2010-08-14T00:00:00,0,0,,1,-137.47263755133503,59.8194075,,,10.410119788221326,,,,,,,,1.0
RGI2000-v7.0-G-01-15706,01,01-05,G222457E59793N,408842,624,2010-08-14T00:00:00,0,0,,1,-137.5406090091118,59.7546145,,,57.06966240983443,,,,,,,,1.0
RGI2000-v7.0-G-01-15797,01,01-05,G222222E59694N,408490,624,2010-08-14T00:00:00,0,0,,1,-137.8167393890718,59.688722,,,26.794434210009825,,,,,,,,1.0
RGI2000-v7.0-G-01-15798,01,01-05,G222265E59737N,408531,624,2010-08-14T00:00:00,0,0,,1,-137.74670914378416,59.7474815,,,28.27033144320787,,,,,,,,1.0
RGI2000-v7.0-G-01-15809,01,01-05,G222352E59771N,408669,624,2010-08-14T00:00:00,0,0,,1,-137.62824741803055,59.734692499999994,,,71.66895532469636,,,,,,,,1.0
RGI2000-v7.0-G-01-15831,01,01-05,G222235E59922N,408511,624,2010-08-14T00:00:00,0,0,,1,-137.76816193293365,59.923367,,,1.558395559230581,,,,,,,,1.0
RGI2000-v7.0-G-01-15841,01,01-05,G222264E60106N,408542,624,2010-08-14T00:00:00,0,0,,1,-137.75631288787628,60.1001495,,,1.496003892104931,,,,,,,,1.0
RGI2000-v7.0-G-01-15843,01,01-05,G222266E60077N,408545,624,2010-08-14T00:00:00,0,0,,1,-137.72308311822314,60.0866125,,,8.195901487663097,,,,,,,,1.0
RGI2000-v7.0-G-01-15845,01,01-05,G222264E60041N,408541,624,2010-08-14T00:00:00,0,0,,1,-137.7166914118523,60.039741,,,11.106416196358579,,,,,,,,1.0
RGI2000-v7.0-G-01-15847,01,01-05,G222325E60004N,408636,624,2010-08-14T00:00:00,0,0,,1,-137.69104685935764,60.009041499999995,,,4.535560783512903,,,,,,,,1.0
RGI2000-v7.0-G-01-15851,01,01-05,G222429E59996N,408779,624,2010-08-14T00:00:00,0,0,,1,-137.57173510256902,60.0017925,,,16.484275471029278,,,,,,,,1.0
RGI2000-v7.0-G-01-15854,01,01-05,G222447E60035N,408786,624,2010-08-14T00:00:00,0,0,,1,-137.55706900025797,60.03496,,,2.239815878656932,,,,,,,,1.0
RGI2000-v7.0-G-01-15860,01,01-05,G222332E60068N,408643,624,2010-08-14T00:00:00,0,0,,1,-137.65114103967505,60.077478,,,7.245439011779886,,,,,,,,1.0
RGI2000-v7.0-G-01-15862,01,01-05,G222355E60035N,408667,624,2010-08-14T00:00:00,0,0,,1,-137.63578227169967,60.0495985,,,14.599794302646526,,,,,,,,1.0
RGI2000-v7.0-G-01-15865,01,01-05,G222157E60102N,408446,624,2010-08-14T00:00:00,0,0,,1,-137.84220240025002,60.1023435,,,0.550018886482032,,,,,,,,1.0
RGI2000-v7.0-G-01-15909,01,01-05,G222461E60586N,408800,624,2010-08-14T00:00:00,0,0,,1,-137.54239878715276,60.5870735,,,0.894478182147358,,,,,,,,1.0
RGI2000-v7.0-G-01-15914,01,01-05,G222406E60577N,408735,624,2010-08-14T00:00:00,0,0,,1,-137.58247848952095,60.5775165,,,1.004136696495509,,,,,,,,1.0
RGI2000-v7.0-G-01-15918,01,01-05,G222358E60569N,408672,624,2010-08-14T00:00:00,0,0,,1,-137.6429801401618,60.56918400000001,,,0.629803949834783,,,,,,,,1.0
RGI2000-v7.0-G-01-15930,01,01-05,G222388E60660N,408701,624,2010-08-14T00:00:00,0,0,,1,-137.6154112682927,60.660726999999994,,,0.895230550742955,,,,,,,,1.0
RGI2000-v7.0-G-01-16032,01,01-05,G221737E60860N,408042,624,2010-08-14T00:00:00,0,0,,1,-138.26156741901409,60.8596985,,,0.879158627327568,,,,,,,,1.0
RGI2000-v7.0-G-01-16036,01,01-05,G221691E60902N,407987,624,2010-08-14T00:00:00,0,0,,1,-138.3061054406797,60.901585499999996,,,1.374256943505418,,,,,,,,1.0
RGI2000-v7.0-G-01-16053,01,01-05,G221481E60894N,407731,624,2010-08-14T00:00:00,0,0,,1,-138.52110027358302,60.8971295,,,0.813707760803654,,,,,,,,1.0
RGI2000-v7.0-G-01-16090,01,01-05,G221059E61033N,407349,624,2010-08-04T00:00:00,0,0,,1,-138.93999355181347,61.032695000000004,,,0.415992869962833,,,,,,,,1.0
RGI2000-v7.0-G-01-16094,01,01-05,G220972E61004N,407261,624,2010-08-04T00:00:00,0,0,,1,-139.0243336758437,61.005259,,,1.735136582071347,,,,,,,,1.0
RGI2000-v7.0-G-01-16113,01,01-05,G220927E61049N,407214,624,2010-08-04T00:00:00,0,0,,1,-139.06727895409293,61.0521795,,,3.845119574415609,,,,,,,,1.0
RGI2000-v7.0-G-01-16115,01,01-05,G220944E61063N,407232,624,2010-08-04T00:00:00,0,0,,1,-139.05655846681015,61.062481000000005,,,0.788897776742451,,,,,,,,1.0
RGI2000-v7.0-G-01-16138,01,01-05,G220954E60974N,407242,624,2010-08-04T00:00:00,0,0,,1,-139.1558300850166,60.9952445,,,25.589915081337153,,,,,,,,1.0
RGI2000-v7.0-G-01-16140,01,01-05,G220803E60983N,407113,624,2010-08-04T00:00:00,0,0,,1,-139.1972309875834,60.983754000000005,,,1.570441280411846,,,,,,,,1.0
RGI2000-v7.0-G-01-16141,01,01-05,G220781E60996N,407095,624,2010-08-04T00:00:00,0,0,,1,-139.22355097119168,60.9957855,,,2.311877734090693,,,,,,,,1.0
RGI2000-v7.0-G-01-16147,01,01-05,G220780E61022N,407094,624,2010-08-04T00:00:00,0,0,,1,-139.2197240105619,61.021074999999996,,,3.205923883393544,,,,,,,,1.0
RGI2000-v7.0-G-01-16174,01,01-05,G220594E61245N,406998,624,2010-08-04T00:00:00,0,0,,1,-139.411109663731,61.244668000000004,,,2.280635926065762,,,,,,,,1.0
RGI2000-v7.0-G-01-16191,01,01-05,G220221E61259N,406807,624,2010-08-04T00:00:00,0,0,,1,-139.77857337973933,61.259497499999995,,,0.199846802766298,,,,,,,,1.0
RGI2000-v7.0-G-01-16194,01,01-05,G220189E61266N,406793,624,2010-08-04T00:00:00,0,0,,1,-139.8033624681574,61.270206,,,4.535603108241335,,,,,,,,1.0
RGI2000-v7.0-G-01-16196,01,01-05,G220100E61229N,406764,624,2010-08-04T00:00:00,0,0,,1,-139.89997184833248,61.237137000000004,,,7.838489992679987,,,,,,,,1.0
RGI2000-v7.0-G-01-16198,01,01-05,G220043E61222N,406751,624,2010-08-04T00:00:00,0,0,,1,-139.98376499771246,61.2348935,,,17.88344684468491,,,,,,,,1.0
RGI2000-v7.0-G-01-16199,01,01-05,G220022E61250N,406740,624,2010-08-04T00:00:00,0,0,,1,-139.98004534890697,61.2489305,,,0.684511851064315,,,,,,,,1.0
RGI2000-v7.0-G-01-16200,01,01-05,G219995E61245N,406732,624,2010-08-04T00:00:00,0,0,,1,-140.00027844079986,61.248982999999996,,,2.318137943049168,,,,,,,,2.0
RGI2000-v7.0-G-01-16202,01,01-05,G220015E61260N,406737,624,2010-08-04T00:00:00,0,0,,1,-139.98468876596172,61.259931,,,1.954053899691262,,,,,,,,1.0
RGI2000-v7.0-G-01-16203,01,01-05,G219985E61228N,406728,624,2010-08-04T00:00:00,0,0,,1,-140.0149228552463,61.2274455,,,0.452555639633208,,,,,,,,1.0
RGI2000-v7.0-G-01-16204,01,01-05,G219971E61216N,406723,624,2010-08-04T00:00:00,0,0,,1,-140.04006188137032,61.2282575,,,8.818874535666358,,,,,,,,1.0
RGI2000-v7.0-G-01-16206,01,01-05,G219913E61232N,406696,624,2010-08-04T00:00:00,0,0,,1,-140.09059435894494,61.236236,,,3.189269041325274,,,,,,,,1.0
RGI2000-v7.0-G-01-16207,01,01-05,G219889E61237N,406682,624,2010-08-04T00:00:00,0,0,,1,-140.11110410650224,61.23661,,,1.902269795222596,,,,,,,,1.0
RGI2000-v7.0-G-01-16210,01,01-05,G219860E61308N,406668,624,2010-08-04T00:00:00,0,0,,1,-140.1361405614374,61.307623500000005,,,1.992589132696946,,,,,,,,1.0
RGI2000-v7.0-G-01-16218,01,01-05,G219737E61148N,406610,624,2010-08-04T00:00:00,0,0,,1,-140.2649847499759,61.147773,,,1.078167910514773,,,,,,,,1.0
RGI2000-v7.0-G-01-16227,01,01-05,G219819E61242N,406649,624,2010-08-04T00:00:00,0,0,Steele Glacier,1,-140.33840712113056,61.1732075,,,254.84148785266333,,,,,,,,1.0
RGI2000-v7.0-G-01-16229,01,01-05,G219665E61212N,406578,624,2010-08-04T00:00:00,0,0,,1,-140.3385690444112,61.212103,,,3.174658877712309,,,,,,,,1.0
RGI2000-v7.0-G-01-16230,01,01-05,G219646E61222N,406565,624,2010-08-04T00:00:00,0,0,,1,-140.34970431995515,61.2206015,,,3.460113829060963,,,,,,,,1.0
RGI2000-v7.0-G-01-16231,01,01-05,G219642E61233N,406562,624,2010-08-04T00:00:00,0,0,,1,-140.3414970177289,61.2345695,,,2.75792325806517,,,,,,,,2.0
RGI2000-v7.0-G-01-16232,01,01-05,G219636E61240N,406558,624,2010-08-04T00:00:00,0,0,,1,-140.3636779378882,61.2409955,,,2.772197741164092,,,,,,,,1.0
RGI2000-v7.0-G-01-16233,01,01-05,G219581E61248N,406544,624,2010-08-04T00:00:00,0,0,,1,-140.38226527114995,61.245775,,,22.495929800795754,,,,,,,,1.0
RGI2000-v7.0-G-01-16234,01,01-05,G219698E61200N,406590,624,2010-08-04T00:00:00,0,0,,1,-140.28954484502503,61.2022695,,,5.859158732327657,,,,,,,,1.0
RGI2000-v7.0-G-01-16236,01,01-05,G220030E61076N,406746,624,2010-08-04T00:00:00,0,0,Spring Glacier,1,-140.0549959962628,61.0933345,,,145.5924064835274,,,,,,,,1.0
RGI2000-v7.0-G-01-16240,01,01-05,G220191E61109N,406796,624,2010-08-04T00:00:00,0,0,,1,-139.81260747643077,61.111222999999995,,,0.918734616991429,,,,,,,,1.0
RGI2000-v7.0-G-01-16244,01,01-05,G220443E61106N,406902,624,2010-08-04T00:00:00,0,0,,1,-139.54215461359135,61.106739,,,3.606307399036455,,,,,,,,1.0
RGI2000-v7.0-G-01-16245,01,01-05,G220440E61088N,406901,624,2010-08-04T00:00:00,0,0,,1,-139.52756594001988,61.086566000000005,,,4.363971090206921,,,,,,,,1.0
RGI2000-v7.0-G-01-16246,01,01-05,G220812E61015N,407121,624,2010-08-04T00:00:00,0,0,,1,-139.19513221629586,61.017433,,,6.566620227242907,,,,,,,,1.0
RGI2000-v7.0-G-01-16250,01,01-05,G220940E60907N,407228,624,2010-08-04T00:00:00,0,0,,1,-139.05690946591784,60.9133395,,,36.888783710799565,,,,,,,,1.0
RGI2000-v7.0-G-01-16268,01,01-05,G220886E60666N,407187,624,2010-08-04T00:00:00,0,0,Kaskawulsh Glacier,1,-139.3249094323774,60.641807,,,1053.7206464146282,,,,,,,,1.0
